NIT;FECHA_CORTE;EMPRESA;CIIU;TIPO_EMPRESA;TIPO EMPRESA_NOMBRE;CIUDAD;PERIODO;INGRESOS;COSTOS;GANANCIA_BRUTA;OTROS_ING;GASTOS;GASTOS_ADMON;OTROS_GASTOS;OTRAS_GANANCIAS;EBIT;ING_FIN;COSTOS_FIN;EBIT_SINIMPTO;IMPUESTO;UTILIDAD;UTILIDAD_CALCULADA
900739165;31/12/2023;EMTEC COLOMBIA SAS;J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 0;$ 0;$ 0;$ 6.307;$ 0;$ 40.803;$ 11.164;$ 0;-$ 45.660;$ 0;$ 0;-$ 45.660;0;-$ 45.660;-$ 45.660
900747421;31/12/2023;MORALES ZABALA SAS;G4731 - Comercio al por menor de combustible para automotores;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 50.088.552;$ 48.270.108;$ 1.818.444;$ 55.647;$ 1.229.629;$ 488.852;$ 29.837;$ 0;$ 125.773;$ 2.298;$ 30.025;$ 98.046;$ 36.187;$ 61.859;$ 61.859
900771190;31/12/2023;NAVETRANS FREIGHT FORWARDERS COLOMBIA S.A.S;H5229 - Otras actividades complementarias al transporte;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 1.937.387;$ 753.443;$ 1.183.944;$ 0;$ 0;$ 836.595;$ 15.445;$ 191;$ 332.095;$ 166.772;$ 170.155;$ 328.712;$ 124.748;$ 203.964;$ 203.964
900791893;31/12/2023;AX3 - ANDINA DE AYUDAS AMBIENTALES SAS;E3830 - Recuperación de materiales;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 10.126;$ 333.986;-$ 323.860;$ 16.205;$ 540.153;$ 86.729;$ 9.791;$ 8;-$ 944.320;$ 100;$ 255.622;-$ 1.199.842;-$ 346.278;-$ 853.564;-$ 853.564
900791997;31/12/2023;SERVICIOS INTEGRALES DE LOGISTICA RORICK S.A.S;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 1.991.855;$ 1.679.130;$ 312.725;$ 92.642;$ 0;$ 1.369.558;$ 58.856;$ 216.989;-$ 806.058;$ 0;$ 0;-$ 806.058;$ 3.594.665;-$ 4.400.723;-$ 4.400.723
900796773;31/12/2023;SOLUCIONES NETQUEST DE INVESTIGACION SLU;M7220 - Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 3.779.009;$ 1.144.105;$ 2.634.904;$ 17.217;$ 1.761.873;$ 392.639;$ 9.925;$ 257.535;$ 745.219;$ 535;$ 76.593;$ 669.161;$ 181.073;$ 488.088;$ 488.088
900806195;31/12/2023;SOLUCIONES EMPRESARIALES 360 GRADOS S.A.S;M7020 - Actividades de consultoría de gestión;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 34.834.173;$ 32.834.348;$ 1.999.825;$ 96.651;$ 1.741.210;$ 361.967;$ 116.726;-$ 3.984;-$ 127.411;$ 149.928;$ 36.226;-$ 13.709;-$ 347.046;$ 333.337;$ 333.337
900870659;31/12/2023;INVERSIONES IRB S.A.S.;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 5.400.634;$ 0;$ 5.400.634;$ 104.786;$ 0;$ 4.414.915;$ 10.722;$ 0;$ 1.079.783;$ 0;$ 41.100;$ 1.038.683;$ 231.767;$ 806.916;$ 806.916
900903717;31/12/2023;SYRUS QCA S A S;G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 57.824.030;$ 50.071.722;$ 7.752.308;$ 286.647;$ 4.699.768;$ 313.606;$ 77.802;$ 136.616;$ 3.084.395;$ 5.331.078;$ 7.645.208;$ 770.265;$ 761.442;$ 8.823;$ 8.823
900903717;31/12/2023;SYRUS QCA S A S;G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 66.291.896;$ 58.417.167;$ 7.874.729;$ 198.937;$ 5.981.495;$ 652.689;$ 213.777;$ 267.665;$ 1.493.370;$ 5.391.595;$ 7.950.993;-$ 1.066.028;$ 242.955;-$ 1.308.983;-$ 1.308.983
900904550;31/12/2023;SOCIEDAD DE COMERCIALIZACION INTERNACIONAL BUSINESS MANAGEMENT GROUP INBUMAG SAS;G4690 - Comercio al por mayor no especializado;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 25.278.840;$ 23.997.044;$ 1.281.796;$ 817;$ 41.151;$ 191.283;$ 54.021;$ 0;$ 996.158;$ 4.639;$ 1.022.158;-$ 21.361;$ 14.025;-$ 35.386;-$ 35.386
900935511;31/12/2023;PRECISUR SAS;G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 6.975.680;$ 4.374.316;$ 2.601.364;$ 1.911;$ 1.071.370;$ 1.379.787;$ 0;$ 0;$ 152.118;$ 138.076;$ 110.871;$ 179.323;$ 42.111;$ 137.212;$ 137.212
900974484;31/12/2023;AGROINDUSTRIAS DE LA GRANJA SAS;A0145 - Cría de aves de corral;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 85.323.103;$ 84.367.864;$ 955.239;$ 340.605;$ 392.063;$ 1.393.443;$ 21.002;$ 471.454;-$ 39.210;$ 445.910;$ 164.456;$ 242.244;$ 138.011;$ 104.233;$ 104.233
901001234;31/12/2023;CUATRECASAS, GONÇALVES PEREIRA S.A.S;M6910 - Actividades jurídicas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 44.194.701;$ 30.305.276;$ 13.889.425;$ 92.122;$ 23.315;$ 11.235.776;$ 67.392;$ 0;$ 2.655.064;$ 185.061;$ 1.231.199;$ 1.608.926;$ 1.337.361;$ 271.565;$ 271.565
901001234;31/12/2023;CUATRECASAS, GONÇALVES PEREIRA S.A.S;M6910 - Actividades jurídicas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 32.412.505;$ 22.515.933;$ 9.896.572;$ 36.821;$ 332.529;$ 6.030.844;$ 55.871;$ 0;$ 3.514.149;$ 663.958;$ 143.289;$ 4.034.818;$ 1.722.475;$ 2.312.343;$ 2.312.343
901043944;31/12/2023;BANKAMODA S.A.S.;K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 2.999.723;$ 2.267.460;$ 732.263;$ 233.836;$ 1.865;$ 1.652.350;$ 23.032;$ 0;-$ 711.148;$ 32.497;$ 453.486;-$ 1.132.137;0;-$ 1.132.137;-$ 1.132.137
901074742;31/12/2023;AUROPAQ SAS;H5320 - Actividades de mensajería;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 1.755.006;$ 499.652;$ 1.255.354;$ 241.641;$ 90.672;$ 1.291.138;$ 11.969;$ 0;$ 103.216;$ 745;$ 92.959;$ 11.002;$ 55.077;-$ 44.075;-$ 44.075
901089241;31/12/2023;CULTIVOS LA PLANICIE SAS;A0125 - Cultivo de flor de corte;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 50.945.662;$ 49.254.488;$ 1.691.174;$ 258.669;$ 247.439;$ 3.332.288;$ 72.475;$ 10.033.719;$ 8.331.360;$ 2.847.539;$ 2.208.291;$ 8.970.608;$ 4.690.269;$ 4.280.339;$ 4.280.339
901098386;31/12/2023;Isuzu Remanufactura de Colombia sas;G4520 - Mantenimiento y reparación de vehículos automotores;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 40.607.158;$ 30.253.189;$ 10.353.969;$ 748.962;$ 28.689;$ 2.091.162;$ 1.307.548;$ 55.910;$ 7.731.442;$ 4.217.171;$ 3.613.665;$ 8.334.948;$ 2.910.483;$ 5.424.465;$ 5.424.465
901103940;31/12/2023;BIMBA Y LOLA COLOMBIA SAS;G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 35.367.716;$ 24.498.520;$ 10.869.196;$ 4.859.103;$ 8.588.550;$ 630.140;$ 5.129.546;$ 13.063;$ 1.393.126;$ 68.591;$ 7.350;$ 1.454.367;-$ 840.472;$ 2.294.839;$ 2.294.839
901103940;31/12/2023;BIMBA Y LOLA COLOMBIA SAS;G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 27.964.858;$ 16.623.202;$ 11.341.656;$ 2.884.919;$ 8.689.455;$ 472.511;$ 3.598.356;$ 788;$ 1.467.041;$ 134.861;$ 70.686;$ 1.531.216;$ 1.435.694;$ 95.522;$ 95.522
901164260;31/12/2023;COMERCIALIZADORA ECOFORT SAS;C1630 - Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 21.222.831;$ 18.081.872;$ 3.140.959;$ 108.212;$ 3.236.744;$ 98.506;0;$ 0;-$ 86.079;$ 1.102.738;$ 658.818;$ 357.841;$ 170.250;$ 187.591;$ 187.591
901179541;31/12/2023;BIODIVERSAL SAS BENEFICIO E INTERES COLECTIVO - BIC;A0129 - Otros cultivos permanentes n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 1.216.365;$ 1.204.379;$ 11.986;$ 24.689;$ 104.096;$ 532.658;$ 20.884;$ 0;-$ 620.963;$ 0;$ 14.497;-$ 635.460;$ 2.383;-$ 637.843;-$ 637.843
901201401;31/12/2023;TROPIGOLD SAS;G4631 - Comercio al por mayor de productos alimenticios;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 19.418.564;$ 18.152.880;$ 1.265.684;$ 224.756;$ 354.997;$ 945.618;$ 3.084.127;$ 0;-$ 2.894.302;$ 3.163.047;0;$ 268.745;$ 59.677;$ 209.068;$ 209.068
901225491;31/12/2023;ABI HOLDINGS LIMITED COLOMBIA;B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Anterior;$ 0;$ 0;$ 0;$ 0;$ 0;$ 1.170.008;$ 107.239;$ 0;-$ 1.277.247;$ 0;$ 0;-$ 1.277.247;$ 0;-$ 1.277.247;-$ 1.277.247
901232627;31/12/2023;MLS DOMINI SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 204.287;$ 0;$ 204.287;$ 376.102;$ 0;$ 59.317;$ 156.550;$ 0;$ 364.522;$ 35.058;$ 548;$ 399.032;$ 133.868;$ 265.164;$ 265.164
901237778;31/12/2023;HOTEL METROTEL SAS;I5511 - Alojamiento en hoteles;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 26.099.141;$ 3.041.173;$ 23.057.968;$ 81.377;$ 7.649.623;$ 11.057.455;$ 3.740.153;$ 0;$ 692.114;$ 55.224;$ 94.203;$ 653.135;$ 253.022;$ 400.113;$ 400.113
901299168;31/12/2023;FOODOLOGY S.A.S;I5619 - Otros tipos de expendio de comidas preparadas n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 40.521.592;$ 18.658.931;$ 21.862.661;$ 1.199.403;$ 18.682.945;$ 33.137.356;$ 346.613;-$ 21.524;-$ 29.126.374;$ 139.251;$ 443.880;-$ 29.431.003;-$ 248.614;-$ 29.182.389;-$ 29.182.389
901299168;31/12/2023;FOODOLOGY S.A.S;I5619 - Otros tipos de expendio de comidas preparadas n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 38.956.446;$ 25.309.061;$ 13.647.385;$ 27.160;$ 33.436.694;$ 14.601.085;$ 437.810;-$ 6.447;-$ 34.807.491;$ 50.167;$ 346.180;-$ 35.103.504;-$ 462.942;-$ 34.640.562;-$ 34.640.562
901301127;31/12/2023;SANTO GURU PONPON SAS;M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 0;$ 0;$ 0;$ 0;$ 0;$ 250.714;$ 9.944;$ 0;-$ 260.658;$ 1.227.288;$ 897;$ 965.733;$ 184.093;$ 781.640;$ 781.640
901312879;31/12/2023;AUTOTRAFFIC SA DE CV SUCURSAL COLOMBIA;J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Actual;$ 2.634.386;$ 2.346.775;$ 287.611;$ 0;$ 49.971;$ 28.703;$ 0;$ 0;$ 208.937;$ 2.325;$ 24.004;$ 187.258;$ 78.284;$ 108.974;$ 108.974
901312879;31/12/2023;AUTOTRAFFIC SA DE CV SUCURSAL COLOMBIA;J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Anterior;$ 1.819.865;$ 1.343.241;$ 476.624;$ 0;$ 62.583;$ 25.976;$ 0;$ 0;$ 388.065;$ 6.778;$ 11.796;$ 383.047;$ 136.500;$ 246.547;$ 246.547
901335972;31/12/2023;DELTA CREDIT SAS;K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 6.496.129;$ 3.016.436;$ 3.479.693;$ 5.391;$ 442.860;$ 2.742.686;$ 13.032;$ 28.155;$ 314.661;$ 335.621;$ 344.710;$ 305.572;$ 127.624;$ 177.948;$ 177.948
901335972;31/12/2023;DELTA CREDIT SAS;K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 4.885.112;$ 1.064.131;$ 3.820.981;$ 21.551;$ 799.619;$ 2.524.424;$ 12.983;$ 4.524;$ 510.030;$ 503.109;$ 446.829;$ 566.310;$ 121.164;$ 445.146;$ 445.146
901354566;31/12/2023;CAPTIVA RESOURCES ,LLC SUCURSAL COLOMBIA;B0610 - Extracción de petróleo crudo;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Actual;$ 0;$ 0;$ 0;$ 6.989;$ 0;$ 1.846.856;$ 16.982;$ 0;-$ 1.856.849;$ 148.436;$ 60.354;-$ 1.768.767;$ 0;-$ 1.768.767;-$ 1.768.767
901366456;31/12/2023;Soluciones de Crédito S.A.S.;K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 1.388.166;$ 0;$ 1.388.166;$ 38.361;$ 0;$ 886.781;$ 1.632.853;$ 0;-$ 1.093.107;$ 0;$ 260.866;-$ 1.353.973;0;-$ 1.353.973;-$ 1.353.973
901392504;31/12/2023;CNEMED SAS;F4290 - Construcción de otras obras de ingeniería civil;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 0;$ 0;$ 0;$ 0;$ 0;$ 2.193.002;$ 1.638;-$ 154.087.597;-$ 156.282.237;$ 1.585.371;$ 4.594.034;-$ 159.290.900;$ 3.621.560;-$ 162.912.460;-$ 162.912.460
901392504;31/12/2023;CNEMED SAS;F4290 - Construcción de otras obras de ingeniería civil;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 0;$ 0;$ 0;$ 0;$ 0;$ 1.426.546;$ 1.640;-$ 236.526;-$ 1.664.712;$ 0;$ 6.190.003;-$ 7.854.715;-$ 2.592.755;-$ 5.261.960;-$ 5.261.960
